,PRODUCT_MDM_CODE,OBJ_KEY,img_lst
70,1501532,561405_2,https://img.hrryzx.com/upload/1/2019/7/18/92a369a3-4062-432b-8282-9bbaa00fdb1d.jpg;https://img.hrryzx.com/upload/1/2019/7/18/15a7dc40-c1d0-4897-b5ac-f16c7d54270c.jpg;https://img.hrryzx.com/upload/1/2019/7/18/a80456f2-5f82-49b8-ab25-0fb245c68095.jpg
71,1116527,543110_2,https://img.hrryzx.com/upload/1/2018/12/26/dad861e6-0f62-47ea-810c-81e95d467d37.JPG;https://img.hrryzx.com/upload/1/2018/12/26/891d1ec9-54da-4bb6-8c77-6ff398bd6376.JPG;https://img.hrryzx.com/upload/1/2018/12/26/e64ad4ae-56e2-4e69-a2d4-7b0ac69f3ccf.JPG
72,1511077,565404_2,https://img.hrryzx.com/upload/1/2019/4/30/3c82ab7c-1010-445a-a11d-d008795ab133.jpg;https://img.hrryzx.com/upload/1/2019/4/30/59608f64-9984-4eff-a396-75a6ad8a3312.jpg;https://img.hrryzx.com/upload/1/2019/4/30/2fc37f16-be05-4460-968c-e980331d19db.jpg
73,1112445,543326_2,https://img.hrryzx.com/upload/1/2018/12/26/92ebdbd7-ac3b-41c6-ae12-9fdd5938dc3c.jpg;https://img.hrryzx.com/upload/1/2018/12/26/c7c2d3bc-11ad-4b60-a0de-68ae1d63dccc.jpg
74,1209807,76479_2,https://img.hrryzx.com/upload/1/2019/2/19/891834ed-5269-4ab6-b5fe-ffdc99906dd6.jpg;https://img.hrryzx.com/upload/1/2019/2/19/11c52eaf-4973-47ab-81d6-17604950bbe1.jpg;https://img.hrryzx.com/upload/1/2019/2/19/c2db5f49-0efb-41a2-b4c0-fff555253952.jpg
75,1626933,593238_2,1/2020/5/28/968c81a2-8efc-46d4-bef7-d4695bb0f33a.jpg;1/2020/5/28/d39fdc25-6dd2-4066-b04d-9771767fcfd1.jpg;1/2020/5/28/bdde8ff2-2ab8-432f-8460-6738e0ddbdee.jpg
76,1115854,544041_2,https://img.hrryzx.com/upload/1/2019/9/6/2078e126-3a95-443d-a8ae-44e19868c34b.JPG
77,1000221,557250_2,https://img.hrryzx.com/upload/1/2018/11/1/aa5816f9-4a53-4295-83b6-ab2d61d0501f.JPG;https://img.hrryzx.com/upload/1/2018/11/1/b021efeb-eb6c-4270-bca3-cbbd22db5cb5.JPG;https://img.hrryzx.com/upload/1/2018/11/1/8769df25-e5df-4364-8326-0446dbbb4652.JPG;https://img.hrryzx.com/upload/1/2018/10/31/bd6072fb-13e3-4d01-9ebd-9c5281399e4a.JPG;https://img.hrryzx.com/upload/1/2018/10/31/3d176771-ddc1-4b67-b027-191d64cae3ca.JPG;https://img.hrryzx.com/upload/1/2018/10/31/b02831f9-ddae-469c-a471-f346890337ba.jpg;https://img.hrryzx.com/upload/1/2018/10/31/c7ad61a1-6139-4420-b0e3-3e3439a64278.JPG;https://img.hrryzx.com/upload/1/2018/10/31/29ca0100-e06e-4fd8-a160-6e396a3434f1.JPG;https://img.hrryzx.com/upload/1/2018/10/31/62ff21b2-2941-4304-a978-b9a99048abbf.JPG;https://img.hrryzx.com/upload/1/2018/10/31/5fa25a92-c9c6-4229-932f-5948d12df873.jpg
78,1635779,596695_2,https://img.hrryzx.com/upload/1/2019/8/16/474ac405-b181-4458-a4ac-4f3e3e157315.jpg;https://img.hrryzx.com/upload/1/2019/8/16/04bea3c1-55ef-426e-918b-9dc77e338cc5.jpg;https://img.hrryzx.com/upload/1/2019/8/16/1122fc85-5893-41a4-89aa-028c7e0b7d6c.jpg;https://img.hrryzx.com/upload/1/2019/8/16/646290c0-d85f-4eca-b07e-31ff20bb3767.jpg;https://img.hrryzx.com/upload/1/2019/8/16/e685db6b-f83d-4745-b68c-3d0549f509dd.jpg
79,5177822,630614_2,1/2020/6/1/442e5cde-8066-41dd-b1d4-badaafd1d137.jpg;1/2020/6/1/2cb44806-80d1-4be0-89f6-05e32ae13686.jpg
